Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
TRNO^A,Terreno Realty Corporation,25.45,0,n/a,n/a,n/a
TSO,Tesoro Corporation,79.77,9363393028,n/a,Energy,Integrated oil Companies
TLLP,Tesoro Logistics LP,53.55,5515448973,2011,Energy,Natural Gas Distribution
TTI,"Tetra Technologies, Inc.",3.88,448654554,n/a,Energy,Oil & Gas Production
TEVA,Teva Pharmaceutical Industries Limited,32.06,32540589210,n/a,Health Care,Major Pharmaceuticals
TPL,Texas Pacific Land Trust,279.9635,2219358573,n/a,Energy,Oil & Gas Production
TGH,Textainer Group Holdings Limited,14.1,800799756.9,2007,Technology,Diversified Commercial Services
TXT,Textron Inc.,46.54,12567861024,n/a,Capital Goods,Aerospace
TTF,"Thai Fund, Inc. (The)",8.69,102594400.7,1988,n/a,n/a
AES,The AES Corporation,11.36,7489802848,n/a,Basic Industries,Electric Utilities: Central
AES^C,The AES Corporation,50.45,0,n/a,Basic Industries,Electric Utilities: Central
BX,The Blackstone Group L.P.,28.86,32920522318,2007,Finance,Investment Managers
SCHW,The Charles Schwab Corporation,37.53,50169805749,n/a,Finance,Investment Bankers/Brokers/Service
SCHW^B,The Charles Schwab Corporation,25.99,0,n/a,n/a,n/a
SCHW^C,The Charles Schwab Corporation,27.58,0,n/a,n/a,n/a
SCHW^D,The Charles Schwab Corporation,26.9,0,n/a,n/a,n/a
SRV,The Cushing MLP Total Return Fund,14.11,95021001.22,n/a,n/a,n/a
GRX,The Gabelli Healthcare & Wellness Trust,10.01,198679521,n/a,n/a,n/a
GRX^A,The Gabelli Healthcare & Wellness Trust,25.67,0,n/a,n/a,n/a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.49,0,n/a,n/a,n/a
GDL,The GDL Fund,9.85,179750207.2,2007,n/a,n/a
GDL^B,The GDL Fund,50.53,0,n/a,n/a,n/a
THG,"The Hanover Insurance Group, Inc.",86.08,3673334536,n/a,Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",25.45,0,n/a,Finance,Property-Casualty Insurers
RUBI,"The Rubicon Project, Inc.",5.43,268482158,2014,Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",120.53,33686132394,n/a,Finance,Property-Casualty Insurers
TMO,Thermo Fisher Scientific Inc,152.18,59535126701,n/a,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",19.61,634231699,2011,Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,11.5,1224604123,2013,Finance,Property-Casualty Insurers
TSLF,THL Credit Senior Loan Fund,17.92,132948300.8,2013,n/a,n/a
TCRX,"THL Credit, Inc.",25.6,0,2014,n/a,n/a
TCRZ,"THL Credit, Inc.",26.27,0,2015,n/a,n/a
TRI,Thomson Reuters Corp,42.61,30841676873,n/a,Consumer Services,Publishing
THO,"Thor Industries, Inc.",89.41,4701717926,n/a,Consumer Non-Durables,Homebuilding
TDW,Tidewater Inc.,0.8893,41857972.59,n/a,Consumer Services,Marine Transportation
TIER,"TIER REIT, Inc.",17.58,840566287.6,n/a,Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,91.18,11376985047,1987,Consumer Services,Consumer Specialties
TLYS,"Tilly&#39;s, Inc.",8.55,245925163.4,2012,Consumer Services,Clothing/Shoe/Accessory Stores
TSU,TIM Participacoes S.A.,16.25,7868355544,n/a,Public Utilities,Telecommunications Equipment
TIME,Time Inc.,18.1,1795423364,2014,Consumer Services,Newspapers/Magazines
TWX,Time Warner Inc.,98.26,76086086451,n/a,Consumer Services,Television Services
TKR,Timken Company (The),42.6,3326047568,n/a,Capital Goods,Metal Fabrications
TMST,Timken Steel Corporation,17.71,785809524.5,2014,Basic Industries,Steel/Iron Ore
TWI,"Titan International, Inc.",8.97,535004087.7,n/a,Basic Industries,Steel/Iron Ore
TJX,"TJX Companies, Inc. (The)",76.81,49587758068,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
TOL,Toll Brothers Inc.,36.22,5889480660,n/a,Capital Goods,Homebuilding
TR,"Tootsie Roll Industries, Inc.",37.35,1417677890,n/a,Consumer Non-Durables,Specialty Foods
BLD,TopBuild Corp.,45.98,1738075864,2015,Basic Industries,Engineering & Construction
TMK,Torchmark Corporation,74.48,8780999022,n/a,Finance,Life Insurance
TMK^B,Torchmark Corporation,25.56,0,n/a,n/a,n/a
TMK^C,Torchmark Corporation,26.38,0,n/a,n/a,n/a
TTC,Toro Company (The),60.81,6542067258,n/a,Capital Goods,Tools/Hardware
TD,Toronto Dominion Bank (The),48.67,90520383497,n/a,Finance,Commercial Banks
NDP,"Tortoise Energy Independence Fund, Inc.",16.44,238644207.2,2012,n/a,n/a
TYG,Tortoise Energy Infrastructure Corporation,34.95,1711858514,2004,n/a,n/a
NTG,"Tortoise MLP Fund, Inc.",20.32,956681632.5,2010,n/a,n/a
TTP,"Tortoise Pipeline & Energy Fund, Inc.",21.58,216154192.5,2011,n/a,n/a
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",22.77,158281852.4,2009,n/a,n/a
TOT,Total S.A.,50.53,1.23979E+11,n/a,Energy,Oil & Gas Production
TSS,"Total System Services, Inc.",52.12,9556443889,n/a,Miscellaneous,Business Services
TOWR,"Tower International, Inc.",24.55,502143024.1,2010,Capital Goods,Auto Parts:O.E.M.
TSQ,"Townsquare Media, Inc.",11.16,205818858,2014,Consumer Services,Broadcasting
TM,Toyota Motor Corp Ltd Ord,104.18,1.5566E+11,n/a,Capital Goods,Auto Manufacturing
TSLX,"TPG Specialty Lending, Inc.",20.43,1222511608,2014,n/a,n/a
TAC,TransAlta Corporation,5.6395,1623631602,n/a,Public Utilities,Electric Utilities: Central
TRP,TransCanada Corporation,47.63,41294228584,n/a,Public Utilities,Natural Gas Distribution
TCI,"Transcontinental Realty Investors, Inc.",20.6,179586000.2,n/a,Consumer Services,Real Estate Investment Trusts
TDG,Transdigm Group Incorporated,233.76,12352933826,2006,Capital Goods,Military/Government/Technical
TLP,TransMontaigne Partners L.P.,44.36,716913582.3,2005,Energy,Natural Gas Distribution
RIG,Transocean Ltd.,11.72,4601391063,n/a,Energy,Oil & Gas Production
TGS,Transportadora De Gas Sa Ord B,16.27,2585287641,n/a,Public Utilities,Natural Gas Distribution
TRU,TransUnion,37.97,6915125637,2015,Finance,Finance: Consumer Services
TVPT,Travelport Worldwide Limited,12.36,1533663816,2014,Consumer Services,Transportation Services
TRR,"TRC Companies, Inc.",17.55,554486721.8,n/a,Consumer Services,Military/Government/Technical
TREC,Trecora Resources,11.15,270416088.6,n/a,Energy,Integrated oil Companies
TG,Tredegar Corporation,16.4,541905216.4,n/a,Capital Goods,Metal Fabrications
THS,"Treehouse Foods, Inc.",87.9,4997117285,n/a,Consumer Non-Durables,Packaged Foods
TRMR,"Tremor Video, Inc.",2.03,101635271.1,2013,Technology,Advertising
TREX,"Trex Company, Inc.",66.55,1956883983,n/a,Basic Industries,Forest Products
TY,Tri Continental Corporation,23.05,1308283056,n/a,n/a,n/a
TY^,Tri Continental Corporation,49.9911,0,n/a,Consumer Services,Miscellaneous
TPH,"TRI Pointe Group, Inc.",12.1,1924594601,2013,Capital Goods,Homebuilding
TCAP,Triangle Capital Corporation,18.52,883059472.4,2007,n/a,n/a
TCCA,Triangle Capital Corporation,25.37,0,n/a,n/a,n/a
TCCB,Triangle Capital Corporation,25.9886,0,2015,n/a,n/a
TRCO,Tribune Media Company,37.3,3240409749,2014,Consumer Services,Broadcasting
TNET,"TriNet Group, Inc.",27.76,1902457703,2014,Miscellaneous,Business Services
TRN,"Trinity Industries, Inc.",25.52,3883796775,n/a,Capital Goods,Railroads
TSE,Trinseo S.A.,64.45,2833106570,2014,Basic Industries,Major Chemicals
TPVG,TriplePoint Venture Growth BDC Corp.,13.85,221333636.8,2014,n/a,n/a
TPVZ,TriplePoint Venture Growth BDC Corp.,25.6089,0,2015,n/a,n/a
GTS,Triple-S Management Corporation,17.87,433738263.3,2007,Finance,Accident &Health Insurance
TRTN,Triton International Limited,26.36,880299870.8,2016,Technology,Diversified Commercial Services
TGI,"Triumph Group, Inc.",25,1239325725,1996,Capital Goods,Aerospace
TROX,Tronox Limited,15.93,1870345203,n/a,Basic Industries,Major Chemicals
TBI,"TrueBlue, Inc.",25.5,1085179683,n/a,Technology,Professional Services
TNP,Tsakos Energy Navigation Ltd,4.76,401129322.2,2002,Transportation,Marine Transportation
TNP^B,Tsakos Energy Navigation Ltd,25.59,0,n/a,n/a,n/a
TNP^C,Tsakos Energy Navigation Ltd,25.8699,0,n/a,n/a,n/a
TNP^D,Tsakos Energy Navigation Ltd,24.74,0,n/a,n/a,n/a
TNP^E,Tsakos Energy Navigation Ltd,25.03,0,n/a,n/a,n/a
TUP,Tupperware Brands Corporation,63.5,3220241020,n/a,Consumer Non-Durables,Plastic Products
TKC,Turkcell Iletisim Hizmetleri AS,8.16,7180800000,n/a,Public Utilities,Telecommunications Equipment
TKF,"Turkish Investment Fund, Inc. (The)",8.41,37530432.36,1989,n/a,n/a
TPB,"Turning Point Brands, Inc.",16.05,317192811.6,2016,Consumer Non-Durables,Tobacco
TRQ,Turquoise Hill Resources Ltd.,2.9,5835711960,n/a,Basic Industries,Precious Metals
TPC,Tutor Perini Corporation,31,1525910954,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TWLO,Twilio Inc.,30.29,2651397075,2016,Technology,Computer Software: Prepackaged Software
TWTR,"Twitter, Inc.",14.3,10435481857,2013,Technology,"Computer Software: Programming, Data Processing"
TWO,Two Harbors Investments Corp,9.79,3415837995,n/a,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp,26.22,0,n/a,n/a,n/a
TYL,"Tyler Technologies, Inc.",154.28,5716668904,n/a,Technology,Computer Software: Prepackaged Software
TSN,"Tyson Foods, Inc.",63.47,22656166087,n/a,Consumer Non-Durables,Meat/Poultry/Fish
TSNU,"Tyson Foods, Inc.",68.84,0,n/a,Consumer Non-Durables,Meat/Poultry/Fish
USB,U.S. Bancorp,49.98,84627312829,n/a,Finance,Major Banks
USB^A,U.S. Bancorp,870.93,0,n/a,Finance,Major Banks
USB^H,U.S. Bancorp,23.05,0,n/a,n/a,n/a
USB^M,U.S. Bancorp,28.8,0,n/a,n/a,n/a
USB^O,U.S. Bancorp,26.05,0,n/a,n/a,n/a
USPH,"U.S. Physical Therapy, Inc.",63.25,792011819.5,1992,Health Care,Medical/Nursing Services
SLCA,"U.S. Silica Holdings, Inc.",45.91,3721250613,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UBS,UBS AG,15.19,56390210932,2014,Finance,Major Banks
UCP,"UCP, Inc.",11.05,87940474.7,2013,Capital Goods,Homebuilding
UGI,UGI Corporation,49.47,8554901715,n/a,Public Utilities,Natural Gas Distribution
VHI,"Valhi, Inc.",3,1017476847,n/a,Basic Industries,Major Chemicals
UGP,Ultrapar Participacoes S.A.,22.23,12368885284,n/a,Public Utilities,Oil/Gas Transmission
UMH,"UMH Properties, Inc.",15.3,460369089.9,n/a,Consumer Services,Real Estate Investment Trusts
UMH^A,"UMH Properties, Inc.",25.8665,0,n/a,n/a,n/a
UMH^B,"UMH Properties, Inc.",26.8232,0,n/a,n/a,n/a
UA,"Under Armour, Inc.",17.76,7788301005,2016,Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",19.26,8446096698,n/a,Consumer Non-Durables,Apparel
UFI,"Unifi, Inc.",26.66,485212479.9,n/a,Consumer Non-Durables,Textiles
UNF,Unifirst Corporation,133.6,2713176589,n/a,Consumer Services,Other Consumer Services
UN,Unilever NV,51.01,1.54299E+11,n/a,Basic Industries,Package Goods/Cosmetics
UL,Unilever PLC,50.4,1.52454E+11,n/a,Basic Industries,Package Goods/Cosmetics
UNP,Union Pacific Corporation,104.78,84986195870,n/a,Transportation,Railroads
UIS,Unisys Corporation,11.25,566967386.3,n/a,Technology,EDP Services
UNT,Unit Corporation,22.75,1188796495,n/a,Energy,Oil & Gas Production
UAL,"United Continental Holdings, Inc.",69.07,21730986505,n/a,Transportation,Air Freight/Delivery Services
UDR,"United Dominion Realty Trust, Inc.",36.03,9634307461,n/a,Consumer Services,Real Estate Investment Trusts
UMC,United Microelectronics Corporation,1.95,4767360000,n/a,Technology,Semiconductors
UPS,"United Parcel Service, Inc.",103.74,90180886756,1999,Transportation,Trucking Freight/Courier Services
URI,"United Rentals, Inc.",119.29,10074676793,1997,Technology,Diversified Commercial Services
USM,United States Cellular Corporation,37.47,3179292030,1988,Public Utilities,Telecommunications Equipment
UZA,United States Cellular Corporation,25.68,0,n/a,Public Utilities,Telecommunications Equipment
UZB,United States Cellular Corporation,26.7,0,2014,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation,26.64,0,2015,Public Utilities,Telecommunications Equipment
X,United States Steel Corporation,29.42,5127634189,n/a,Basic Industries,Steel/Iron Ore
UTX,United Technologies Corporation,112.09,89861069040,n/a,Capital Goods,Aerospace
UNH,UnitedHealth Group Incorporated,164.96,1.57361E+11,n/a,Health Care,Medical Specialities
UTL,UNITIL Corporation,45.76,645305826.9,n/a,Public Utilities,Power Generation
UNVR,Univar Inc.,28.76,4027156704,2015,Consumer Durables,Specialty Chemicals
UAM,Universal American Corp.,9.98,593093755.4,n/a,Health Care,Medical Specialities
UVV,Universal Corporation,70.95,1793151207,n/a,Consumer Services,Farming/Seeds/Milling
UHT,Universal Health Realty Income Trust,67.86,922835197.4,n/a,Consumer Services,Real Estate Investment Trusts
UHS,"Universal Health Services, Inc.",121.81,11773366367,n/a,Health Care,Hospital/Nursing Management
UVE,UNIVERSAL INSURANCE HOLDINGS INC,22.25,782593598.5,n/a,Finance,Property-Casualty Insurers
UTI,Universal Technical Institute Inc,3.5,86386139,2003,Consumer Services,Other Consumer Services
UNM,Unum Group,44.66,10237377680,n/a,Finance,Accident &Health Insurance
UE,Urban Edge Properties,26.78,2673307126,2015,Finance,Real Estate
UBA,Urstadt Biddle Properties Inc.,20.81,819738654.9,n/a,Consumer Services,Real Estate Investment Trusts
UBP,Urstadt Biddle Properties Inc.,16.93,666899347.8,n/a,Consumer Services,Real Estate Investment Trusts
UBP^F,Urstadt Biddle Properties Inc.,25.5409,0,n/a,n/a,n/a
UBP^G,Urstadt Biddle Properties Inc.,26,0,n/a,n/a,n/a
USFD,US Foods Holding Corp.,27.38,6073365176,2016,Consumer Non-Durables,Food Distributors
USAC,"USA Compression Partners, LP",16.76,1017149484,2013,Public Utilities,Natural Gas Distribution
USNA,"USANA Health Sciences, Inc.",54.25,1329364405,n/a,Consumer Durables,Specialty Chemicals
USDP,USD Partners LP,14.5,332167812.5,2014,Transportation,Railroads
USG,USG Corporation,31.08,4545009255,n/a,Capital Goods,Building Materials
BIF,"USLIFE Income Fund, Inc.",9.3,986700398.1,n/a,n/a,n/a
VFC,V.F. Corporation,54.8,22715878758,n/a,Consumer Non-Durables,Apparel
EGY,Vaalco Energy Inc,1.08,63238827.6,n/a,Energy,Oil & Gas Production
MTN,"Vail Resorts, Inc.",186.61,7461419652,1997,Consumer Services,Services-Misc. Amusement & Recreation
VALE,VALE S.A.,8.72,44937429355,n/a,Basic Industries,Precious Metals
VALE.P,VALE S.A.,n/a,0,n/a,n/a,n/a
VRX,"Valeant Pharmaceuticals International, Inc.",9.48,3234490557,n/a,Health Care,Major Pharmaceuticals
VLO,Valero Energy Corporation,64.68,29023908144,n/a,Energy,Integrated oil Companies
VLP,Valero Energy Partners LP,47.31,3193947255,2013,Energy,Natural Gas Distribution
VR,"Validus Holdings, Ltd.",55.06,4493152965,2007,Finance,Property-Casualty Insurers
VR^A,"Validus Holdings, Ltd.",24.98,0,n/a,n/a,n/a
VLY,Valley National Bancorp,11.34,2991870813,n/a,Finance,Major Banks
VLY.WS,Valley National Bancorp,n/a,0,n/a,n/a,n/a
VLY^A,Valley National Bancorp,27.8,0,n/a,Finance,Major Banks
VMI,"Valmont Industries, Inc.",146.3,3300210236,n/a,Capital Goods,Metal Fabrications
VAL,Valspar Corporation (The),112.39,8929940482,n/a,Basic Industries,Paints/Coatings
VVV,Valvoline Inc.,23.48,4802369166,2016,Basic Industries,Major Chemicals
VNTV,"Vantiv, Inc.",63.29,12470112623,2012,Miscellaneous,Business Services
VAR,"Varian Medical Systems, Inc.",88.86,8304001478,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VGR,Vector Group Ltd.,20.8,2698581205,n/a,Consumer Non-Durables,Farming/Seeds/Milling
VVC,Vectren Corporation,59.2,4910681026,n/a,Public Utilities,Natural Gas Distribution
VEC,"Vectrus, Inc.",22.67,248084384.3,2014,Consumer Services,Diversified Commercial Services
VEDL,Vedanta  Limited,14.94,11074293182,2013,Capital Goods,Metal Fabrications
VEEV,Veeva Systems Inc.,50.67,7027980531,2013,Technology,Computer Software: Prepackaged Software
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",24.93,0,n/a,Consumer Services,Real Estate Investment Trusts
VTR,"Ventas, Inc.",65.06,23086736180,n/a,Consumer Services,Real Estate Investment Trusts
VER,VEREIT Inc.,8.75,8733775138,n/a,Consumer Services,Real Estate Investment Trusts
VER^F,VEREIT Inc.,25.9,0,n/a,n/a,n/a
PAY,"Verifone Systems, Inc.",17.45,1947678696,2005,Miscellaneous,Office Equipment/Supplies/Services
VRTV,Veritiv Corporation,47.7,748295276.4,2014,Consumer Services,Paper
VZ,Verizon Communications Inc.,48.62,1.9837E+11,n/a,Public Utilities,Telecommunications Equipment
VZA,Verizon Communications Inc.,26.77,0,2014,Public Utilities,Telecommunications Equipment
VET,Vermilion Energy Inc.,37.5,4452020100,n/a,Energy,Oil & Gas Production
VRS,Verso Corporation,5.94,204280419.4,2016,Basic Industries,Paper
VSM,"Versum Materials, Inc.",28.91,3143586063,2016,Basic Industries,Major Chemicals
VVI,Viad Corp,43,876348514,n/a,Miscellaneous,Business Services
VCO,Vina Concha Y Toro,34.7,1296055375,1994,Consumer Non-Durables,Beverages (Production/Distribution)
VNCE,Vince Holding Corp.,1.3,64247331.2,2013,Consumer Services,Clothing/Shoe/Accessory Stores
VIPS,Vipshop Holdings Limited,13.15,7759153358,2012,Consumer Services,Catalog/Specialty Distribution
ZTR,Virtus Global Dividend & Income Fund Inc.,12.01,308393560.7,1988,n/a,n/a
VGI,Virtus Global Multi-Sector Income Fund,16.15,181772061.4,2012,n/a,n/a
ZF,Virtus Total Return Fund Inc.,11.39,258102069.9,1986,n/a,n/a
V,Visa Inc.,88.87,2.06242E+11,n/a,Miscellaneous,Business Services
VSH,"Vishay Intertechnology, Inc.",15.5,2265739098,n/a,Capital Goods,Electrical Products
VPG,"Vishay Precision Group, Inc.",15.55,205487185.5,n/a,Capital Goods,Electrical Products
VSTO,Vista Outdoor Inc.,18.8,1072616384,2015,Capital Goods,Ordnance And Accessories
VC,Visteon Corporation,94.41,3097702560,n/a,Capital Goods,Auto Parts:O.E.M.
VSI,"Vitamin Shoppe, Inc",19.1,447416659.6,2009,Consumer Non-Durables,Food Chains
VSLR,"Vivint Solar, Inc.",2.9,319761861.9,2014,Capital Goods,Building Products
VMW,"Vmware, Inc.",90.81,37164046350,2007,Technology,Computer Software: Prepackaged Software
VOC,VOC Energy Trust,4.1701,70891700,2011,Energy,Oil & Gas Production
VCRA,"Vocera Communications, Inc.",23.55,655061878.1,2012,Consumer Durables,Telecommunications Equipment
VG,Vonage Holdings Corp.,6.2,1362006254,2006,Public Utilities,Telecommunications Equipment
VNO,Vornado Realty Trust,101.28,19171478568,n/a,Consumer Services,Real Estate Investment Trusts
VNO^G,Vornado Realty Trust,25.66,0,n/a,n/a,n/a
VNO^I,Vornado Realty Trust,25.7482,0,n/a,n/a,n/a
VNO^K,Vornado Realty Trust,25.27,0,n/a,n/a,n/a
VNO^L,Vornado Realty Trust,24.9434,0,n/a,n/a,n/a
VJET,voxeljet AG,2.82,52452000,2013,Capital Goods,Industrial Machinery/Components
IAE,Voya Asia Pacific High Dividend Equity Income Fund,9.98,124205840.5,2007,n/a,n/a
IHD,Voya Emerging Markets High Income Dividend Equity Fund,8.42,164525276,2011,n/a,n/a
VOYA,"Voya Financial, Inc.",35.85,6816355237,2013,Finance,Life Insurance
IGA,Voya Global Advantage and Premium Opportunity Fund,10.31,189225327.3,2005,n/a,n/a
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,7.3,712107152.5,2005,n/a,n/a
IDE,"Voya Infrastructure, Industrials and Materials Fund",14.26,276242980.3,2010,n/a,n/a
IID,Voya International High Dividend Equity Income Fund,6.75,56735140.5,2007,n/a,n/a
IRR,Voya Natural Resources Equity Income Fund,6.58,149800595.8,n/a,n/a,n/a
PPR,Voya Prime Rate Trust,5.37,793619900.7,n/a,n/a,n/a
VTTI,VTTI Energy Partners LP,18.95,762737500,2014,Energy,Oil Refining/Marketing
VMC,Vulcan Materials Company,117.28,15555648830,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
WTI,"W&T Offshore, Inc.",2.49,342809186.3,2005,Energy,Oil & Gas Production
WPC,W.P. Carey Inc.,63.27,6726942767,n/a,Consumer Services,Real Estate Investment Trusts
